text_clean,sentiments,scores,features
tinggal cari kembar hyunbin hyungseok heo seongbeom horang class,negative,0.9396830797195436,[-2.7815714  -0.75725085  2.1127388 ]
wagila keren abisssssssss,positive,0.9970075488090516,[ 4.4246473 -1.7711641 -2.520335 ]
seruu coi,positive,0.9944919347763062,[ 3.94254   -1.7423396 -2.2036731]
maxwell dohyun snu university war,neutral,0.9825080037117004,[-1.9360344  2.9937534 -1.5554681]
kak naufal kaya hyunmin anak psikologi seoul national university,neutral,0.9863053560256958,[-1.4898789  3.2070973 -2.1399953]
wow,positive,0.993656039237976,[ 3.871075  -1.5943321 -2.2694278]
asliii balik apa seru bangettt nget nget dijadiin 100 season gassss,positive,0.9901108145713806,[ 3.6253057 -2.1949928 -1.3335133]
moga acara banyak biar acara didik kualitas indonesia,positive,0.967521071434021,[ 2.5382235 -1.4193419 -1.6981733]
keren bangeeet,positive,0.9969006776809692,[ 4.374771  -1.8824768 -2.3569472]
min pleas undang jerome tamu panggung ngitung doang host gitu,negative,0.9797414541244508,[-3.63421    -0.35075182  3.5647693 ]
eps 2 tayang min,neutral,0.9929378628730774,[-1.855285   3.5446718 -2.4092631]
gokillll sih,positive,0.9768853187561036,[ 3.2408037 -2.8167608 -0.6072363]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
kak maxwell lucu banget wkwkwkwkwkwkwkwkwkwk,positive,0.9893879890441896,[ 3.4853072 -1.4394388 -2.1808121]
keren banget sih gagal cok negara cerah banget lihat kontes apa hasil tetep semangat yaaaa,positive,0.9840685725212096,[ 3.22965   -2.1770768 -1.2182562]
bjirr seru banget ending benwr,positive,0.9962064027786256,[ 4.238207  -1.7667398 -2.375799 ]
tunggu banget episode selanjutnyaaa seru banget wehhh,positive,0.9940025210380554,[ 3.8061066 -1.7508936 -2.325402 ]
bagus cringey krna banget sama kayak layout lingkar warna abu tua etc coba warna putih pale blue nuansa modifikasi rasa tingkat,positive,0.9921545386314392,[ 3.7548847 -1.4605533 -2.2464259]
seru bangetttt,positive,0.9968045949935912,[ 4.3976445 -1.7735188 -2.399527 ]
hanif raja mtk round 1 lolosin,neutral,0.9823824763298036,[-2.3546226  2.8359969 -1.5568892]
kereenn keren banyakin kaya gim please semangattt ajar,positive,0.9456028342247008,[ 2.3664706 -1.9092057 -0.7656815]
vibesnya kaya survival mnet yaaa,positive,0.810102641582489,[ 1.3385524 -0.4008933 -1.4951661]
sabar episode,positive,0.9858842492103576,[ 3.112701  -2.007551  -1.6735959]
xd lycaa lucu tkt hujat netizen,negative,0.9622123837471008,[-1.1631222 -1.4889727  2.6175668]
versi indonesia man ramah rasa banget saing kubu univnya mah kaya ajar tongkrong tetep seruuuu,positive,0.9966205358505248,[ 4.2925644 -1.9855375 -2.2004888]
lucu banget medok maxwell,positive,0.9903272986412048,[ 3.549641  -2.099816  -1.5258925]
pliss gimmick settingan indonesia acara kualitas deh bagus,positive,0.9919900298118592,[ 3.687453  -2.1037576 -1.6067948]
hebat banget never give,positive,0.9957683086395264,[ 4.165495  -1.7444651 -2.3121693]
coba add subtitle bahasa kayak bagus tuu,neutral,0.9474589228630066,[-1.8152966  2.197725  -1.0889986]
kerennn bangettttt,positive,0.9966652989387512,[ 4.3052583 -1.9492656 -2.2489963]
ibnuuuu kamuu udahh hebatt,positive,0.9839693307876588,[ 3.3069947 -2.2629547 -1.0765386]
kereeen banget,positive,0.9870179295539856,[ 3.3912992 -2.4268775 -1.1960545]
keren banget sih,positive,0.9970687031745912,[ 4.425497  -1.8971316 -2.3470285]
nyangka 40menit rasa saking ramenya,positive,0.9781573414802552,[ 3.2362072  -0.73474854 -2.4259756 ]
harvard gk join war,negative,0.9966278672218324,[-2.854067  -1.6696615  4.286102 ]
sumpahhhhhhh kerennnnn banget,positive,0.9970158338546752,[ 4.3755965 -1.960715  -2.331475 ]
gk seribet pikirin pola pola jarang bngt ajar indo guru ngajarinya rumit mudah guru tau,negative,0.9947558641433716,[-1.546236  -2.2869613  4.089005 ]
seru bangeeetttt bagus banget acara seru coba hitung hitung sini wkwkwkw keren keren,positive,0.99653959274292,[ 4.2247562 -2.0162954 -2.261195 ]
orang orang wawancara ngerjainnya jawab dicepetin biar audiens ilmu taktik challenge,negative,0.9820022583007812,[-2.3698876 -0.7410554  3.4374106]
kerennn bangetttt viralin orang orang beril go public moga viral bikin didik dinotice diperhatiin,positive,0.9456467032432556,[ 2.7890947  -2.5421867  -0.15519421]
ken cerdas,positive,0.9891303777694702,[ 3.3785145 -1.6641155 -2.0179994]
pliss banget producer acara indonesia level yok kaya rg acara tvnya kualitas,positive,0.98103529214859,[ 2.9840376 -1.3574955 -2.080824 ]
otak ngeleg,negative,0.998004138469696,[-2.4493234 -2.1083348  4.6434703]
konsep tayang gin nii saji televisi seru motivasi mantapp,positive,0.9946580529212952,[ 4.1899123 -1.2000821 -2.9303358]
neng lihat orang adu otak gin tonton faedah,negative,0.9809300899505616,[-3.2719772  -0.38259685  3.6119106 ]
jerome,negative,0.9688623547554016,[-1.5812665 -1.3759229  2.6575193]
seru banget asa tegang muncul komen2 negatif judge hujat ges prestasi wow banget sblum kompetisi,negative,0.9888340830802916,[-1.0572323 -2.6997542  3.6033099]
keren banget semuanyaa,positive,0.9968359470367432,[ 4.3460894 -1.8797631 -2.382345 ]
spill mimin rg ngerjain jugaaaa,negative,0.620180606842041,[-1.7202915   0.11233357  0.75106245]
weh dr oxford aja,neutral,0.95732980966568,[-2.706447    2.7807717  -0.42734194]
saran ruang guru tamipilin nonton ken ngitung,neutral,0.992955446243286,[-2.7745867  3.8096495 -1.3554571]
yaampun kalah menang dek hebat hebat banget good game teman teman,positive,0.976951539516449,[ 3.058728   -2.4338276  -0.87989634]
moga nular pinternya kaka,positive,0.9815203547477722,[ 3.1090224 -1.3800429 -1.7710546]
maxwell nama anak2 jaksel gitu medok banget njir,negative,0.9820466637611388,[-1.6538252 -1.4544551  3.145826 ]
hai manuela,neutral,0.956461489200592,[-0.7354224  2.4990954 -2.5936496]
seruuu bangetttt,positive,0.9966360330581664,[ 4.360463  -1.7823068 -2.3433182]
pinter pinter banget kerenn lucu lucu orang sifat org indonesia,positive,0.9714411497116088,[ 3.0281837  -2.5187106  -0.64093596]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
seru bangettttt,positive,0.9966403245925904,[ 4.337018  -1.825754  -2.3359878]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
wahh pecahhhh,negative,0.9793866276741028,[-1.0666354 -2.1138349  3.0951374]
unhasssss ewakoo,positive,0.9017998576164246,[ 1.870187  -2.0345216 -0.5517821]
mon maap aja pakai almet univ min biar nali,negative,0.7962197065353394,[-3.7375224  0.8156679  2.1889791]
semangat kak ibnu unhas keren,positive,0.9864960312843324,[ 3.5373302  -0.90278906 -2.73164   ]
nopal nadin amizah ngomongnya,positive,0.4705907702445984,[ 0.31045985  0.25788423 -1.4256419 ]
plissss yaaa ruang guruuu acara atur gimmick nyaaa pure ajaaaaa gituuu,positive,0.9322201013565063,[ 2.0968678 -1.3635423 -1.0902398]
interview enak banget langsung ketawa pas serius,positive,0.9970061182975768,[ 4.4746313 -1.8045387 -2.312682 ]
keren banget trend lo,positive,0.996925175189972,[ 4.3667703 -1.9403155 -2.3090413]
gilasih keren bangettt kalah keren versi koreanya moga acara gin lanjut,positive,0.9886381030082704,[ 3.3612103 -2.1062703 -1.562701 ]
seruuu praaa,positive,0.9955068826675416,[ 4.0801506 -1.8066069 -2.2752035]
komeks pick gess,neutral,0.8445485234260559,[-0.72158045  1.3998352  -1.3458735 ]
need english subtitles,neutral,0.9752802848815918,[-1.4078047  2.7729068 -1.8264126]
kerennnnn maa sya allah,positive,0.9952598214149476,[ 4.045793  -1.8373206 -2.1805112]
ramee,positive,0.9936583638191224,[ 3.843572  -2.1511018 -1.7057403]
kasih saran nihh bagus serta kasih meja kasi banget liat nyaman gitu pas ngerjain,positive,0.8789704442024231,[ 1.7802525 -0.4202804 -1.8334972]
vid gin langsung mikir keren hebattt insecure banget bangga jugaaa,positive,0.9945530891418456,[ 3.9512408 -2.0684345 -1.842576 ]
mental mainin,negative,0.983178973197937,[-1.1836674 -2.2346582  3.1842964]
watch english version please,neutral,0.973184049129486,[-2.1049805  2.6967604 -1.2488496]
kereeeen hibur pinter,positive,0.9901579022407532,[ 3.5244453 -2.090943  -1.54299  ]
suka banget konsep,positive,0.9968968629837036,[ 4.549224  -1.4802262 -2.706751 ]
pliss expect keren iniii,positive,0.918856918811798,[ 2.1418447  -2.0304303  -0.47693697]
keren acara,positive,0.996908724308014,[ 4.329139  -1.9145335 -2.4318209]
nontonin orang pinter kompetisi seru ini,negative,0.697117269039154,[ 0.46250856 -2.0774806   1.3720281 ]
seruuuuu bgttttt plsss,positive,0.9938608407974244,[ 3.8569605 -1.7060272 -2.2007585]
kaget masternyaaaa,negative,0.993546426296234,[-1.5390548 -2.3669276  3.860143 ]
seru banget please panjang durasi episode,positive,0.9877598881721495,[ 3.3467877 -1.8826137 -1.6100718]
keren bangett,positive,0.9969027638435364,[ 4.3540998 -1.9257705 -2.3439968]
kaya acara dikorea lihat,negative,0.463730126619339,[-0.06529322 -0.5128687   0.2835657 ]
min bikin versi pinter tengah pinter gitu pinter,negative,0.5664388537406921,[ 0.45467147 -1.2654023   0.88671935]
menyalaaaa adik adik pintarrr nan cerdas let give big appreciate keren banget sumpah,positive,0.995752453804016,[ 4.1285324 -1.7419341 -2.411764 ]
min bikin versi pinter tengah pinter gitu pinter gitu 40 40 40 40,neutral,0.6906607747077942,[-2.9315574   1.7417302   0.91744286]
min bikin versi pinter tengah pinter gitu pinter gitu 40 40,negative,0.508211076259613,[-2.971111   1.3987124  1.4441338]
min bikin versi pinter tengah pinter gitu pinter gitu 40 40,negative,0.508211076259613,[-2.971111   1.3987124  1.4441338]
min bikin versi pinter tengah pinter gitu pinter gitu 40 40,negative,0.508211076259613,[-2.971111   1.3987124  1.4441338]
min bikin versi pinter tengah pinter gitu pinter gitu 40 40,negative,0.508211076259613,[-2.971111   1.3987124  1.4441338]
min bikin versi pinter tengah pinter gitu pinter gitu,negative,0.9291279911994934,[-1.0089964 -1.0704552  2.2272654]
min bikin versi pinter tengah pinter gitu pinter gitu,negative,0.9291279911994934,[-1.0089964 -1.0704552  2.2272654]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
sumpah keren lolos tetep keren sih,positive,0.996212363243103,[ 4.2004633 -2.127874  -2.0056531]
gila banget cuii,positive,0.8658207058906555,[ 2.400592  -2.9752908  0.5057804]
ui statistika lolos nice try keren banget,positive,0.9929353594779968,[ 3.7755642 -1.6232736 -2.1793678]
yah university war,negative,0.6938447952270508,[-0.7883385 -0.697144   0.7696013]
bjir adu mapres univ,neutral,0.9906270503997804,[-2.3361738  3.3081658 -1.8205636]
islam nonton habis min,negative,0.7176605463027954,[-1.9024055  -0.05410627  1.0250472 ]
ekspektasi kirain menang duluan extreme addition anak anak jurus akuntansi statistik jenis,negative,0.5677919983863831,[-1.5510607   0.53619665  0.9259626 ]
math problems difference university wars coc wild,neutral,0.9778319597244264,[-2.1582475  2.9321332 -1.1713623]
kereeennn sayang banget rea nana,positive,0.9875763654708862,[ 3.2360537 -1.6025114 -2.1323493]
please banyakin scene ngerjain minimalin scene drama,neutral,0.4972345232963562,[-0.5347208   0.23432042 -0.36776906]
bodoh nonton,negative,0.9981992840766908,[-2.4543896 -2.2131748  4.6843905]
wowwwww,positive,0.9927706122398376,[ 3.693576 -1.777553 -2.090709]
jelasin ngitung edit edit sebal,negative,0.9950555562973022,[-2.7484362 -1.2970059  4.217993 ]
sumpahhh bagus banget acaranyaaaa kasih terang biar serta nyelesain,positive,0.9949547648429872,[ 3.9610538 -1.8921382 -2.1581988]
benerannn keren bangettt yukkk yukk banyakin acara hebat kayak gin,positive,0.9879010915756226,[ 3.5965533  -0.94224775 -2.8659413 ]
g pinter pas kluar ko langsung pikir pola hitung ehh pas bahas bner fikirin ngerasa tara gtu keee sombong bgettt gin centong nasi kasi nyawa,negative,0.997037410736084,[-1.9960228 -2.1910944  4.423059 ]
kereee,positive,0.98328959941864,[ 3.1435344 -1.7451566 -1.5168271]
insecure lihat orang pinter,negative,0.9532211422920228,[-0.25100648 -2.8210764   2.8371513 ]
kereen,positive,0.991486132144928,[ 3.6769357 -1.4285758 -2.3050594]
36 36,negative,0.6820411682128906,[-0.96819115 -0.1564253   0.97421074]
shakira kalkulator jalan,neutral,0.9580707550048828,[-1.4641044  2.3764057 -1.4275868]
ayo semogaa konten mutu kaya gin didik indonesia,positive,0.9244306087493896,[ 2.2083187  -1.9936738  -0.49801496]
huaaaa jago gueee nanaa mundur,negative,0.8987325429916382,[ 0.13854523 -2.5530744   2.3873396 ]
kayak korea,negative,0.5892583131790161,[ 0.19473565 -1.4354745   0.73452526]
share min,neutral,0.9046048521995544,[ 0.20438896  2.4974613  -2.9064    ]
nonton ngitu neng bener,positive,0.9428454041481018,[ 2.3617394  -1.873322   -0.71432906]
aduh kaka2 jauh prasangka hujat netizen asli deh boro2 hujat lihat kilas kampus ipk aja semangat seru banget moga semangat anak2,negative,0.9002683758735657,[ 0.15632094 -2.486825    2.4252517 ]
omo omoooo kerenn bangetttt semuanyaaaa,positive,0.9959782361984252,[ 4.1134405 -2.1272495 -2.0573852]
takbiirrr kerenn banget plss ayoo gais ramein seruu bgtt,positive,0.9951385259628296,[ 4.0218873 -2.026799  -1.9599264]
keren banget ruangguru bikin acara motivasi ajar siswa,positive,0.9920698404312134,[ 4.023444  -0.9462481 -2.8371627]
kerenn bangettt,positive,0.996604323387146,[ 4.2458153 -2.144184  -2.1143887]
keren parah harap ruang guru pelopor acara didik kualitas memgtertrigger anak muda ajar,positive,0.90903502702713,[ 2.239207   -2.4392915  -0.16016747]
seru banget gokssss,positive,0.9966094493865968,[ 4.315879  -1.9410574 -2.1964338]
gimmick drama ting males nonton,negative,0.9980947375297546,[-2.4903378 -2.1618304  4.641701 ]
keren bangettttr,positive,0.9969413876533508,[ 4.3733354 -1.8826987 -2.3954043]
kerennnn banyakin acara acara kayak gin,positive,0.9929254055023192,[ 3.6961074 -1.7384442 -2.1957324]
38 01 bejir,negative,0.9899967908859252,[-2.605119  -1.0656563  3.7234628]
hujat netijen mbak kocak wkwkwkw semangat mbaaaaaa,positive,0.6718548536300659,[ 1.0783482 -1.7740526  0.2360302]
rem bangetttt aaaa,negative,0.9754738807678224,[-0.85783195 -2.357289    3.0268624 ]
ngehujatlu suruh kak lycaa,negative,0.9210779666900636,[-2.4409456  -0.30149472  2.2668805 ]
keren seru banget pakai twist bikin seru,positive,0.9966008067131042,[ 4.420915  -1.5452578 -2.6531577]
keren banget semuanyaaa nonton doa moga anak otak emosi unggul aamiin,positive,0.9951258301734924,[ 4.036577  -1.8588089 -2.1075523]
kaget banget pas saing kelas kaist sutd ucsd yale ntu oxford ikut merinding kayak gk nyaka gitu,negative,0.9834434986114502,[-1.0272563 -2.4346943  3.275974 ]
degdegan tuh pas nonton tambah scene bikin merindinggg pokok serta semangat semangat pantang serah lihat lawan tetep dukung anak negeri,positive,0.9388649463653564,[ 2.5319107  -2.60502    -0.29424438]
bangga bangettt,positive,0.996518611907959,[ 4.32386   -1.7940574 -2.328786 ]
itb emang ragu sih lolos sayang undur 1 orang,negative,0.9837920665740968,[-2.703844  -1.0048584  3.2690005]
ugm lambat,negative,0.9960378408432008,[-2.401253  -1.6828072  4.241304 ]
keren sih kkk hasil situ eliminasi lebih diri semangat kakak,positive,0.9907153844833374,[ 3.5378287 -2.1001408 -1.6100842]
arghh kak nana jago sayang undur okay ttp smngt kak nana,positive,0.8513972759246826,[ 1.3794171 -1.2609756 -0.8916056]
extreme addition sebenernya hitung banyak angka 0 9 habis kali kuantitas angka 1 23 angka 2 10 jumlah total,neutral,0.9372410178184508,[-2.288863    2.404275   -0.44643134]
adain anak sd smp,negative,0.7796377539634705,[-2.2671773   0.34009543  1.6747955 ]
seruuu gasabar banget episode 2 moga viral cause tonton bgus bgt motivasi adik2 smp sma terimakasih ruangguru,positive,0.9866787791252136,[ 3.3399446 -1.3718402 -2.0610068]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
lucu pol lihat davin masuk ronde 2 maxwell bilang akhire rek konco sak kamar ngakakkkk hepi lihat temene masuk wkwk semangat guys,positive,0.9715008735656738,[ 2.6552293 -1.7143571 -1.4383926]
yh,positive,0.7302840352058411,[ 1.0956371 -0.1573494 -1.3851221]
woiiiii kaliann keren abissss pokok ruang guru sukaa banget kamuu,positive,0.9955695271492004,[ 4.0899544 -2.2827382 -1.8088965]
gk pinter neng lihat orang pinter,negative,0.997660756111145,[-2.131956 -2.376371  4.502039]
yuuuk ambisverse bikin acara inu trend 1,positive,0.6245817542076111,[ 1.8402426  1.3232181 -3.5032232]
please 40 menit nonton asa seru pol,positive,0.8551821112632751,[ 1.301216   -0.96440524 -1.4233298 ]
nonton doang merinding banget bayang serta gabisa mikir kayak,negative,0.9854394197463988,[-1.4121051 -2.007028   3.2419493]
expect maxwell medok iku,negative,0.9013471603393556,[-2.6571896  -0.11730699  2.170896  ]
keren bangettt,positive,0.9970775842666626,[ 4.427985 -1.851811 -2.424079]
ngerti keren,positive,0.9950860142707824,[ 4.0053754 -2.1783733 -1.8461436]
kaist,negative,0.613201916217804,[ 0.49109665 -1.7696074   1.051079  ]
maxwell emang max well sih,positive,0.9027084708213806,[ 1.9977999  -0.52550215 -1.5927578 ]
unair semangattt,positive,0.9780130982398988,[ 2.9409199 -1.1229248 -2.2994382]
banyakin konten kaya gin min,negative,0.8107351064682007,[-1.9484484   0.03540309  1.6190635 ]
seruu banget eehhh seruuu mudah2an acara biar anak muda motivasi,positive,0.9897650480270386,[ 3.4614913 -1.627245  -2.0171642]
akuu masii smp kelas satuu tapi suka banget nonton class ini,positive,0.9949799180030824,[ 4.1829348 -1.3187438 -2.7599094]
ub hilang,negative,0.9950780868530272,[-2.5861123 -1.4407399  4.144591 ]
allah ko pinter banget skrg cwo pinter smoga anak pinter juara didik emaknya gk pinter,positive,0.8931564092636108,[ 2.2752068  -2.2725036   0.05910491]
konsep sayang banget ilmu suruh ngitung kalkulator comeon dunia barat soal ngitung tok doang dipake solving cerita narasi pecah relevan hari kasih abrek angka suruh ngitung contoh model utbk tahun nitik beratin solving ala sat mat kampus nyajiin angka suruh cepet an ngitung,negative,0.9767300486564636,[-0.89813393 -1.8536916   3.164324  ]
wooiii kereennnn,positive,0.9925393462181092,[ 3.670115  -1.686147  -2.2086647]
sayang banget ngundurin moga sukses gantiin,positive,0.9495031833648682,[ 2.2652075 -1.7432964 -1.0865765]
min bisaa kali share beda angka hehehe tbtb tarik banget wkwkwk,negative,0.5323472023010254,[-1.1480302   0.19382986  0.5555895 ]
jumlah dishare publik sih penasaraan ken nyobain ngitung jugaaa,positive,0.7093197703361511,[ 0.82781976 -0.88826907 -0.64171034]
cung mgerti bahasa tetep baca translate,negative,0.9470453858375548,[-1.1984687 -1.341236   2.3097527]
28 02 luar nurul,neutral,0.98542457818985,[-1.819536  3.087735 -1.818768]
8 21 19 30,neutral,0.6745617389678955,[-1.5512328   1.0052047   0.10099896]
27 40 bejir itb domination,neutral,0.9923259019851683,[-2.58872    3.704494  -1.4309232]
keren banget sumpah excited eps,positive,0.996570348739624,[ 4.2954473 -1.8395803 -2.3687446]
suka banget acara kualitas,positive,0.9971635937690736,[ 4.548274  -1.6303195 -2.619404 ]
keren bnget,positive,0.996912717819214,[ 4.394065  -1.8448955 -2.3783667]
woaaa waittt episode,negative,0.9239615201950072,[-0.9893714 -1.5475122  1.960581 ]
sana udh duduk pojok menang,negative,0.9142738580703736,[-0.91803426 -1.4056821   1.9276966 ]
mit,neutral,0.5322553515434265,[ 0.51778394  0.7469567  -1.734678  ]
26 25 mc itb coyyy,neutral,0.829567015171051,[ 0.3115194  1.9455843 -2.6287243]
iklannyaaa,positive,0.989656925201416,[ 3.4397824 -1.6059115 -2.078122 ]
gacor itb,positive,0.7948114275932312,[ 1.4595231  -0.04434746 -1.8677197 ]
kereeeeeen seruuuuuuu sabar nunggu episode selanjutnyaa,positive,0.9889784455299376,[ 3.3925695 -1.4270254 -2.3921282]
22 54 proud busi,neutral,0.9846612811088562,[-2.101501   3.1521592 -1.4186791]
22 42 lucu banget uner,positive,0.96315997838974,[ 2.6266367 -1.7537925 -1.0334909]
motivasi banget tetep sihh,positive,0.9832157492637634,[ 3.232712  -1.8946967 -1.2645977]
viral sii keren banget kiral kelompok kyak university war korea individu tantang bngt sii tegang ikut dpet nonton proud yoh ruang guru,negative,0.6368542909622192,[ 0.52084935 -1.8745983   1.1698017 ]
pgin lihat serta mahasiswa orang guru dosen,neutral,0.9963185787200928,[-2.74218    4.102273  -1.8386304]
pliss seru bgttt tambah 10 ajar prestasi dr univ gasabar eps,positive,0.9882968068122864,[ 3.644369   -0.97469765 -2.5803895 ]
wajib trend sih kuweren eh,positive,0.9720786213874816,[ 2.8904822 -1.6236616 -1.139737 ]
20 51 amze,neutral,0.6672433614730835,[-0.48170587  0.7950447  -0.7201682 ]
lag banget nonton ruang guru internet bagus,negative,0.992030382156372,[-1.5222888 -2.3423269  3.6667578]
masyaallah keren keren bangetttttt kaliannnnnn,positive,0.9949554800987244,[ 3.943065  -2.0591605 -2.0103676]
universitas buka nih ut sebar bahan dunia,neutral,0.9881553649902344,[-1.1060822  3.4960866 -2.7404397]
uppp,positive,0.9922589659690856,[ 3.7984478 -1.2819426 -2.6493742]
nonton eps 2 apk ruang guru saran serta jelasin tips trick ditambahin animasi dengar bicara bentuk visual jawab,neutral,0.9954368472099304,[-2.6312478  3.9579263 -1.7839186]
ngitung ikut pusing,negative,0.9971600770950316,[-2.5559514 -1.8524747  4.4106827]
eps 2 besok min,neutral,0.9937230944633484,[-2.576153   3.6729317 -1.7567911]
nana whyyyy,positive,0.5240548253059387,[ 0.775039  -1.8416388  0.5948978]
maxwell koko sby medok banget,negative,0.8206092715263367,[-1.2743075  -0.51177657  1.3915726 ]
admin lupa tambah sub english biar serta univ war korea nonton,neutral,0.9932584762573242,[-2.6769986  3.6159716 -1.6948133]
neh 40 menit asa 10 menit trend lo,negative,0.9500322341918944,[-2.2069197  -0.57343537  2.550036  ]
18 37 gada obat emg upin ipin,negative,0.9559521079063416,[-3.756784    0.36564174  3.4591482 ]
kayak situ deh menang,positive,0.9633058309555054,[ 2.6668541 -1.9021952 -0.9186023]
aaaaaa suka banget plissss acara gin,positive,0.996730089187622,[ 4.4882197 -1.4731258 -2.7702334]
insecure sungguh,positive,0.9588729739189148,[ 2.692495   -2.2976031  -0.62935287]
keren banget woeeee,positive,0.9966580867767334,[ 4.294032  -1.8805599 -2.3735695]
sungguh seru serta adu cepat,positive,0.9924924969673156,[ 3.7047284 -1.7387125 -2.0275474]
seruuu bangettt keren episode acara,positive,0.99664044380188,[ 4.342675  -1.748527  -2.4623609]
koo sepiii ini rameeeeeee,negative,0.9846712350845336,[-1.1687049 -2.3689642  3.2570932]
merinding,negative,0.6422962546348572,[ 0.7358207 -2.2393432  1.3709444]
tuh pinter sesuai bidang masing keren lihat udh pusing,negative,0.987851619720459,[-1.1674619 -2.2735395  3.5167   ]
update episode,neutral,0.778830349445343,[ 0.25431186  1.5833216  -2.3675792 ]
mauu dongg pertanyaannyaa minn,negative,0.902149498462677,[-1.4318714  -0.90911293  1.7777717 ]
konsep plek ketiplek kayak korea beda,positive,0.53797447681427,[ 0.84881866 -1.1211467   0.5194289 ]
kerennn abisss min,positive,0.9967318773269652,[ 4.3618984 -1.7798996 -2.4255157]
lanjut ruang guru viral mah males konten bodoh mesti viral,negative,0.997773826122284,[-2.8300097 -1.8092902  4.6037183]
audisi gwe deg degan kerennn bngtttt,positive,0.9352970123291016,[ 2.4822204 -2.474995  -0.2960399]
audisi gwe deg degan kerennn bngtttt,positive,0.9352970123291016,[ 2.4822204 -2.474995  -0.2960399]
omgggggg shock banget univ univ negara tb tb wowwwwwww kereeeem banget banget bgttttttt,negative,0.996780276298523,[-2.2565029 -2.2138145  4.193456 ]
turut bagus sih sayang bagi anggota univnya 1 kayak adil gtu liat,positive,0.9629530906677246,[ 2.739215  -2.244005  -0.7147409]
bicara hujan netizen teman smp anak batam,neutral,0.9763102531433104,[-3.0960166   3.3141384  -0.47479057]
anjir doang mah,negative,0.9969831109046936,[-2.648293  -1.8340358  4.3331704]
audisi gwe deg degan kerennn bngtttt,positive,0.9352970123291016,[ 2.4822204 -2.474995  -0.2960399]
kak nana ngundurin diriiii,negative,0.9153738021850586,[-1.7338169 -0.6904065  1.9924521]
seru bgt 40 menit rasa,positive,0.9945693612098694,[ 4.0844927 -1.4058838 -2.5350978]
part nic,negative,0.5610858201980591,[-0.6088745  -0.5338013   0.36808354]
busettt bagus bangwt daei segi ambil kamera sesi wawancara editing kelazzz mahh topppp,positive,0.9809108972549438,[ 3.206038   -2.2147555  -0.99121064]
gilak dokter teknik sipil gpa 4 00,neutral,0.9675812125205994,[-3.1495678   3.1890278  -0.26120842]
tuh winner orang univ itb banget njirr,positive,0.991195559501648,[ 3.7201912 -1.40575   -2.1084678]
juara cindo,positive,0.9809907674789428,[ 3.3374305  -0.74101835 -2.6767023 ]
gacor banget ui 12 36,positive,0.6250031590461731,[ 0.80686915 -1.3944896   0.0921698 ]
nonton university war habis ekspektasi sama2 keren anak indonesia keren,positive,0.9963370561599731,[ 4.2754164 -1.696664  -2.5123518]
wowwwww gilakkk keren banget,positive,0.9956615567207336,[ 4.09452   -2.0292225 -2.0398333]
yaalllah smg,positive,0.8198977112770081,[ 1.2823722  -0.69624376 -1.2259607 ]
wajibbb viralll siihhhhhhhh,positive,0.976330578327179,[ 3.0307806  -2.059656   -0.98173434]
good job semuanyaaa,positive,0.9925899505615234,[ 3.8344414 -1.373482  -2.384024 ]
min saran dipublish awam ajar jugaaa,negative,0.6771754622459412,[-0.6961693  -0.42447364  0.8828463 ]
huhuuu kerennyaaa,positive,0.996355414390564,[ 4.2569027 -1.8329666 -2.3199637]
seruu banget,positive,0.9968079924583436,[ 4.4315357 -1.7324553 -2.3823767]
pinter makan,positive,0.9953576922416688,[ 4.063328  -2.0569909 -1.9417648]
sumpah sabar episode woylah,positive,0.9932335019111632,[ 3.7097223 -1.7164906 -2.3172684]
serius digantiin halang please bngt acara bagus jng titip,positive,0.4509276151657104,[ 0.09018295 -0.39153054 -0.42076448]
seru banget sumpah acara gin orang pinter disatuin,positive,0.996220052242279,[ 4.2829776 -1.806175  -2.2014956]
naufal itb pucet banget tidur plssss,negative,0.9970370531082152,[-2.14813   -2.3479455  4.268693 ]
lolos biasaaaa masuk kesitu ajaa yaallahhh keren banget,positive,0.991710364818573,[ 3.6759775 -2.2491376 -1.4935097]
tayang,neutral,0.5974805951118469,[ 0.30043215  0.83310056 -1.6126835 ]
buset cok univ oxford ngak,negative,0.9938966631889344,[-2.5180085 -1.687773   3.766838 ]
inget acara university war korea,positive,0.8018172979354858,[ 1.993113   0.5709278 -3.1261353]
ngitung shakira persis laku kasih wkwk cari angka 1 9 habis jumlahin,negative,0.9309358596801758,[-2.993049    0.05583921  2.7033155 ]
masuk hebat,positive,0.9956191182136536,[ 4.1004763 -1.8312339 -2.2498586]
seruuu duplikat university war gapapa keren banget,positive,0.9962236881256104,[ 4.2134748 -1.9876299 -2.12699  ]
harap normalisasi acara giniii bagusss bangettt,positive,0.9931033849716188,[ 3.7026484 -1.8315938 -2.1080258]
